Keyword,Type,Lesson,Relevant Code,Source
Job initialize,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.31,UD.GDC.AD.T10.04;UD.GDC.AD.S10.02,COURSE
@NonNull,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.30,UD.GDC.AD.T10.04;UD.GDC.AD.S10.01,COURSE
Driver,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
GooglePlayDriver,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher newJobBuilder,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setService,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setTag,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setRecurring,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setLifetime Lifetime.UNTIL_NEXT_BOOT,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setLifetime Lifetime.FOREVER,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setTrigger Trigger.executionWindow,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setReplaceCurrent,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setRetryStrategy RetryStrategy.DEFAULT_EXPONENTIAL,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setConstraints Constraint.ON_UNMETERED_NETWORK / Constraint.DEVICE_CHARGING,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher setConstraints Constraint.ON_ANY_NETWORK,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher build,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
FirebaseJobDispatcher schedule,java,UD.GDC.AD.11.24;UD.GDC.AD.11.25;UD.GDC.AD.11.32,UD.GDC.AD.T10.04;UD.GDC.AD.S10.03,COURSE
intro to Broadcast Receivers,lesson,UD.GDC.AD.11.26,N/A,COURSE
System Broadcast Intent,lesson,UD.GDC.AD.11.26,N/A,COURSE
android.intent.action.SCREEN_ON,lesson,UD.GDC.AD.11.26,N/A,COURSE
android.intent.action.MEDIA_MOUNTED,lesson,UD.GDC.AD.11.26,N/A,COURSE
android.intent.action.HEADSET_PLUG,lesson,UD.GDC.AD.11.26,N/A,COURSE
android.intent.action.BATTERY_LOW,lesson,UD.GDC.AD.11.26,N/A,COURSE
android.intent.action.DOWNLOAD_COMPLETE,lesson,UD.GDC.AD.11.26,N/A,COURSE
android.intent.action.AUDI_BECOMING_NOISY,lesson,UD.GDC.AD.11.26,N/A,COURSE
setImageResource,java,UD.GDC.AD.11.27,UD.GDC.AD.T10.05,COURSE
extends BroadcastReceiver,java,UD.GDC.AD.11.27,UD.GDC.AD.T10.05,COURSE
BroadcastReceiver onReceive,java,UD.GDC.AD.11.27,UD.GDC.AD.T10.05,COURSE
IntentFilter,java,UD.GDC.AD.11.27,UD.GDC.AD.T10.05,COURSE
IntentFilter addAction,java,UD.GDC.AD.11.27,UD.GDC.AD.T10.05,COURSE
Intent.ACTION_POWER_CONNECTED,java,UD.GDC.AD.11.27,UD.GDC.AD.T10.05,COURSE
Intent.ACTION_POWER_DISCONNECTED,java,UD.GDC.AD.11.27,UD.GDC.AD.T10.05,COURSE
BroadcastReceiver registerReceiver,java,UD.GDC.AD.11.27;UD.GDC.AD.11.30,UD.GDC.AD.T10.05;UD.GDC.AD.S10.01,COURSE
BroadcastReceiver unregisterReceiver,java,UD.GDC.AD.11.27;UD.GDC.AD.11.30,UD.GDC.AD.T10.05;UD.GDC.AD.S10.01,COURSE
BatteryManager,java,UD.GDC.AD.11.28,UD.GDC.AD.T10.06,COURSE
BATTERY_SERVICE,java,UD.GDC.AD.11.28,UD.GDC.AD.T10.06,COURSE
BatteryManager isCharging,java,UD.GDC.AD.11.28,UD.GDC.AD.T10.06,COURSE
Intent.ACTION_BATTERY_CHANGED,java,UD.GDC.AD.11.28,UD.GDC.AD.T10.06,COURSE
BatteryManager.EXTRA_STATUS,java,UD.GDC.AD.11.28,UD.GDC.AD.T10.06,COURSE
BatteryManager.BATTERY_STATUS_CHARGING,java,UD.GDC.AD.11.28,UD.GDC.AD.T10.06,COURSE
BatteryManager.BATTERY_STATUS_FULL,java,UD.GDC.AD.11.28,UD.GDC.AD.T10.06,COURSE
SQLite bulkInsert,java,UD.GDC.AD.11.30,UD.GDC.AD.S10.01,COURSE
IntentService startService,java,UD.GDC.AD.11.30,UD.GDC.AD.S10.01,COURSE
TimeUnit.HOURS.toSeconds,java,UD.GDC.AD.11.32,UD.GDC.AD.S10.03,COURSE
ViewGroup,lesson,UD.GDC.AD.12.2,N/A,COURSE
LinearLayout,lesson,UD.GDC.AD.12.2,N/A,COURSE
RelativeLayout,lesson,UD.GDC.AD.12.2,N/A,COURSE
GridLayout,lesson,UD.GDC.AD.12.2,N/A,COURSE
wrap_content,lesson,UD.GDC.AD.12.2,N/A,COURSE
match_parent,lesson,UD.GDC.AD.12.2,N/A,COURSE
gravity,lesson,UD.GDC.AD.12.2,N/A,COURSE
padding,lesson,UD.GDC.AD.12.2,N/A,COURSE
margin,lesson,UD.GDC.AD.12.2,N/A,COURSE
visibility,lesson,UD.GDC.AD.12.2,N/A,COURSE
ConstraintLayout,lesson,UD.GDC.AD.12.4;UD.GDC.AD.12.5,N/A,COURSE
ConstraintLayout,java,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9;UD.GDC.AD.12.20;UD.GDC.AD.12.21,UD.GDC.AD.T11.01;UD.GDC.AD.S11.01,COURSE
compile com.android.support.constraint:constraint-layout dependency,gradle,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9;UD.GDC.AD.12.20;UD.GDC.AD.12.21,UD.GDC.AD.T11.01;UD.GDC.AD.S11.01,COURSE
tools:text,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
ImageView,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
android:background,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
import svg image,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
drawable,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
android:letterSpacing,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
constraint bias,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
mipmap,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
ConstraintLayout,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9,UD.GDC.AD.T11.01,COURSE
constraint.Guideline,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.10,UD.GDC.AD.S11.02,COURSE
bools,resource xml,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.10,UD.GDC.AD.S11.02,COURSE
RecycleView Adapter getItemViewType,java,UD.GDC.AD.12.6;UD.GDC.AD.12.7;UD.GDC.AD.12.8;UD.GDC.AD.12.9;UD.GDC.AD.12.20;UD.GDC.AD.12.21,UD.GDC.AD.T11.01;UD.GDC.AD.S11.02,COURSE
Hierarchy Viewer,lesson,UD.GDC.AD.12.10,N/A,COURSE
Android Device Monitor,lesson,UD.GDC.AD.12.10,N/A,COURSE
data binding,lesson,UD.GDC.AD.12.12,N/A,COURSE
databinding.enabled,gradle,UD.GDC.AD.12.12;UD.GDC.AD.12.13;UD.GDC.AD.12.24;UD.GDC.AD.12.15,UD.GDC.AD.T11.02;UD.GDC.AD.S11.03,COURSE
layout root tag,resource xml,UD.GDC.AD.12.12;UD.GDC.AD.12.13;UD.GDC.AD.12.24;UD.GDC.AD.12.15,UD.GDC.AD.T11.02;UD.GDC.AD.S11.03,COURSE
ActivityMainBinding,java,UD.GDC.AD.12.12;UD.GDC.AD.12.13;UD.GDC.AD.12.24;UD.GDC.AD.12.15,UD.GDC.AD.T11.02;UD.GDC.AD.S11.03,COURSE
DataBindingUtil setContentView,java,UD.GDC.AD.12.12;UD.GDC.AD.12.13;UD.GDC.AD.12.24;UD.GDC.AD.12.15,UD.GDC.AD.T11.02;UD.GDC.AD.S11.03,COURSE
ActivityMainBinding setText,java,UD.GDC.AD.12.12;UD.GDC.AD.12.13;UD.GDC.AD.12.24;UD.GDC.AD.12.15,UD.GDC.AD.T11.02;UD.GDC.AD.S11.03,COURSE
formatter.format,java,UD.GDC.AD.12.12;UD.GDC.AD.12.13,UD.GDC.AD.T11.02,COURSE
TimeUnit.MINUTES.toHours,java,UD.GDC.AD.12.12;UD.GDC.AD.12.13,UD.GDC.AD.T11.02,COURSE
TimeUnit.HOURS.toMinutes,java,UD.GDC.AD.12.12;UD.GDC.AD.12.13,UD.GDC.AD.T11.02,COURSE
intro to accessibility & internationalization,lesson,UD.GDC.AD.12.14;UD.GDC.AD.12.15,N/A,COURSE
contentDescription,lesson,UD.GDC.AD.12.14;UD.GDC.AD.12.15,N/A,COURSE
localization,lesson,UD.GDC.AD.12.17,N/A,COURSE
responsive layout;landscape & portrait,resource xml,UD.GDC.AD.12.18;UD.GDC.AD.12.19,UD.GDC.AD.T11.03,COURSE
include layout tag,resource xml,UD.GDC.AD.12.18;UD.GDC.AD.12.19;UD.GDC.AD.12.24;UD.GDC.AD.12.15,UD.GDC.AD.T11.03;UD.GDC.AD.S11.03,COURSE
binding an include layout,java,UD.GDC.AD.12.18;UD.GDC.AD.12.19;UD.GDC.AD.12.24;UD.GDC.AD.12.15,UD.GDC.AD.T11.03;UD.GDC.AD.S11.03,COURSE
intro to Android design principles,lesson,UD.GDC.AD.13.2,N/A,COURSE
mockup,lesson,UD.GDC.AD.13.4,N/A,COURSE
keyline,lesson,UD.GDC.AD.13.4,N/A,COURSE
color guidelines,lesson,UD.GDC.AD.13.5,N/A,COURSE
primary color colorPrimary,lesson,UD.GDC.AD.13.5;UD.GDC.AD.13.26;UD.GDC.AD.13.27,UD.GDC.AD.S12.01,COURSE
accent color colorAccent,lesson,UD.GDC.AD.13.5;UD.GDC.AD.13.26;UD.GDC.AD.13.27,UD.GDC.AD.S12.01,COURSE
font guidelines,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.22;UD.GDC.AD.13.23,UD.GDC.AD.S12.01,COURSE
roboto font,lesson,UD.GDC.AD.13.8,N/A,COURSE
font-family,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.22;UD.GDC.AD.13.23,UD.GDC.AD.S12.01,COURSE
sans-serif font,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.22;UD.GDC.AD.13.23,UD.GDC.AD.S12.01,COURSE
mdpi,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.15,N/A,COURSE
hdpi,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.15,N/A,COURSE
xhdpi,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.15,N/A,COURSE
xxhdpi,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.15,N/A,COURSE
xxxhdpi,lesson,UD.GDC.AD.13.8;UD.GDC.AD.13.15,N/A,COURSE
color resource,resource xml,UD.GDC.AD.13.9;UD.GDC.AD.13.10,UD.GDC.AD.T12.01,COURSE
android:fontFamily,resource xml,UD.GDC.AD.13.9;UD.GDC.AD.13.10,UD.GDC.AD.T12.01,COURSE
vectorDrawables.useSupportLibrary,gradle,UD.UFT.1,UD.GDC.AD.T10.01,COURSE
style tag,resource xml,UD.GDC.AD.13.11;UD.GDC.AD.13.12;UD.GDC.AD.13.13;UD.GDC.AD.13.14;UD.GDC.AD.13.28;UD.GDC.AD.13.29,UD.GDC.AD.T12.02;UD.GDC.AD.S12.02,COURSE
intro to designing for different screens,lesson,UD.GDC.AD.13.14,N/A,COURSE
intro to screen density,lesson,UD.GDC.AD.13.15,N/A,COURSE
intro to resource folder qualifiers,lesson,UD.GDC.AD.13.18,N/A,COURSE
intro to sw (smallest width) resource qualifier,lesson,UD.GDC.AD.13.19,N/A,COURSE
sw600dp,resource xml,UD.GDC.AD.13.20;UD.GDC.AD.13.21,UD.GDC.AD.T12.03,COURSE
touch selector,resource xml,UD.GDC.AD.13.22;UD.GDC.AD.13.23;UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.T12.04;UD.GDC.AD.S12.03,COURSE
touch selector tag,resource xml,UD.GDC.AD.13.22;UD.GDC.AD.13.23;UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.T12.04;UD.GDC.AD.S12.03,COURSE
touch selector android:state_pressed,resource xml,UD.GDC.AD.13.22;UD.GDC.AD.13.23;UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.T12.04;UD.GDC.AD.S12.03,COURSE
touch selector android:state_activated,resource xml,UD.GDC.AD.13.22;UD.GDC.AD.13.23;UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.T12.04;UD.GDC.AD.S12.03,COURSE
touch selector android:state_selected,resource xml,UD.GDC.AD.13.22;UD.GDC.AD.13.23;UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.T12.04;UD.GDC.AD.S12.03,COURSE
touch selector android:state_focused,resource xml,UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.S12.03,COURSE
touch selector android:state_enabled,resource xml,UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.S12.03,COURSE
touch selector android:state_window_focused,resource xml,UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.S12.03,COURSE
touch selector android:background,resource xml,UD.GDC.AD.13.22;UD.GDC.AD.13.23;UD.GDC.AD.13.30;UD.GDC.AD.13.31,UD.GDC.AD.T12.04;UD.GDC.AD.S12.03,COURSE
colorPrimaryLight,resource xml,UD.GDC.AD.13.26;UD.GDC.AD.13.27,UD.GDC.AD.S12.01,COURSE
colorPrimaryDark,resource xml,UD.GDC.AD.13.26;UD.GDC.AD.13.27,UD.GDC.AD.S12.01,COURSE
primary_text,resource xml,UD.GDC.AD.13.26;UD.GDC.AD.13.27,UD.GDC.AD.S12.01,COURSE
secondary_text,resource xml,UD.GDC.AD.13.26;UD.GDC.AD.13.27,UD.GDC.AD.S12.01,COURSE
dimens @dimen,resource xml,UD.GDC.AD.13.26;UD.GDC.AD.13.27,UD.GDC.AD.S12.01,COURSE
AppTheme,resource xml,UD.GDC.AD.13.28;UD.GDC.AD.13.29,UD.GDC.AD.S12.02,COURSE
actionBarStyle,resource xml,UD.GDC.AD.13.28;UD.GDC.AD.13.29,UD.GDC.AD.S12.02,COURSE
style @style,resource xml,UD.GDC.AD.13.28;UD.GDC.AD.13.29,UD.GDC.AD.S12.02,COURSE
landscape & portrait layout resource files,resource xml,UD.GDC.AD.13.33;UD.GDC.AD.13.34,UD.GDC.AD.S12.04,COURSE
SQLite database with mutliple tables,java,UD.UFT.2,UD.UFT.GH.1,FORUM
contentResolver query contains like,java,SO.1,N/A,FORUM
intro to Firebase,lesson,UD.FIW.1.2;UD.FIW.1.3,N/A,COURSE
setting up a Firebase project,lesson,UD.FIW.1.7;UD.FIW.1.8,N/A,COURSE
setting debug certificate,lesson,UD.FIW.1.8,N/A,COURSE
classpath com.google.gms:google-services,gradle,UD.FIW.1.8;UD.FIW.1.12,UD.FIW.1.1,COURSE
google-services.json,lesson,UD.FIW.1.8,N/A,COURSE
apply plugin com.google.gms.google-services,gradle,UD.FIW.1.8;UD.FIW.1.12,UD.FIW.1.1,COURSE
Firebase database structure,lesson,UD.FIW.1.15,N/A,COURSE
com.google.firebase:firebase-database,gradle,UD.FIW.1.17,UD.FIW.1.1,COURSE
FirebaseDatabase,java,UD.FIW.1.17,UD.FIW.1.1,COURSE
DatabaseReference,java,UD.FIW.1.17,UD.FIW.1.1,COURSE
FirebaseDatabase.getInstance,java,UD.FIW.1.17,UD.FIW.1.1,COURSE
DatabaseReference getReference child,java,UD.FIW.1.17,UD.FIW.1.1,COURSE
FirebaseDatabase preparing keys for storage,java,UD.FIW.1.18,UD.FIW.1.1,COURSE
FirebaseDatabase push setValue,java,UD.FIW.1.19,UD.FIW.1.1,COURSE
FirebaseDatabase user authentication read write,json,UD.FIW.1.20,N/A,COURSE
FirebaseDatabase auth != null,json,UD.FIW.1.20,N/A,COURSE
FirebaseDatabase in the console,json,UD.FIW.1.20,N/A,COURSE
intro to FirebaseDatabase listeners,lesson,UD.FIW.1.21,N/A,COURSE
FirebaseDatabase ChildEventListener,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase ChildEventListener onChildAdded,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase ChildEventListener onChildChanged,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase ChildEventListener onChildRemoved,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase ChildEventListener onChildRemoved,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase ChildEventListener onChildMoved,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase ChildEventListener onCancelled,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase addChildEventListener,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase ChildEventListener DataSnapshot getValue,java,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase user authentication validate,json,UD.FIW.1.22,UD.FIW.1.1,COURSE
FirebaseDatabase security variable now,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable root,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable data,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable $variables,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable auth,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable auth email,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable auth email_verified,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable auth name,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable auth sub,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable auth firebase.identities,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
FirebaseDatabase security variable auth firebase.sign_in_provider,lesson,UD.FIW.1.26;UD.FIW.1.27,N/A,COURSE
intro to FirebaseUI authentication,lesson,UD.FIW.1.30;UD.FIW.1.30,N/A,COURSE
FirebaseUI authentication dependencies,gradle,UD.FIW.1.33,UD.FIW.1.1,COURSE
Firebase authentication AuthStateListener,java,UD.FIW.1.34;UD.FIW.1.35,UD.FIW.1.1,COURSE
Firebase authentication FirebaseAuth.getInstance,java,UD.FIW.1.34,UD.FIW.1.1,COURSE
Firebase authentication addAuthStateListener,java,UD.FIW.1.34;UD.FIW.1.35,UD.FIW.1.1,COURSE
Firebase authentication removeAuthStateListener,java,UD.FIW.1.34;UD.FIW.1.35,UD.FIW.1.1,COURSE
Firebase authentication FirebaseUser getDisplayName,java,UD.FIW.1.34;UD.FIW.1.35,UD.FIW.1.1,COURSE
Firebase authentication FirebaseAuth.getCurrentUser,java,UD.FIW.1.34,UD.FIW.1.1,COURSE
Firebase authentication AuthUI.IdpConfig,java,UD.FIW.1.34,UD.FIW.1.1,COURSE
Firebase authentication setIsSmartLockEnabled,java,UD.FIW.1.34,UD.FIW.1.1,COURSE
Firebase authentication RC_SIGN_IN,java,UD.FIW.1.34,UD.FIW.1.1,COURSE
onActivityResult requestCode,java,UD.FIW.1.36,UD.FIW.1.1,COURSE
onActivityResult resultCode,java,UD.FIW.1.36,UD.FIW.1.1,COURSE
onActivityResult finish,java,UD.FIW.1.36,UD.FIW.1.1,COURSE
onActivityResult RESULT_OK,java,UD.FIW.1.36,UD.FIW.1.1,COURSE
onActivityResult RESULT_CANCELED,java,UD.FIW.1.36,UD.FIW.1.1,COURSE
Firebase authentication AuthUI getInstance signOut,java,UD.FIW.1.37,UD.FIW.1.1,COURSE
